Data Source,World Development Indicators
,
Last Updated Date,10-07-25
,
Country Name,Country Code,Indicator Name,Indicator Code,2020,2021,2022,2023,2024
Nigeria,NGA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1145672541683.2,1200097354375.41,1327463569776.87,1414565464577.3,1498412309012.06
Nicaragua,NIC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,41191106018.3216,47305035692.4433,52476847102.5256,56772319876.1377,60231278859.8267
Netherlands,NLD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1091779125681.31,1202303330254.13,1365670124059.38,1399872810238.12,1515446904606.01
Norway,NOR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,361019819522.16,481254696871.483,672046133630.964,554373266075.445,562975486235.512
Nepal,NPL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,122690085757.445,134000165871.651,151637641435.803,160208624971.652,170096869228.542
Nauru,NRU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,127393790.142383,142810518.117187,157507758.531779,164230287.418445,171162307.259243
New Zealand,NZL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,230861725700.254,245325429880.081,274518817915.021,282465277069.748,294116842342.865
OECD members,OED,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,63586395655625,69661075527112.3,77628260415729.9,81122815560513.6,85281691988887.5
Oman,OMN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,159026046195.661,174253981507.44,201584895347.812,211317905980.11,220050947267.551
Other small states,OSS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,264150736406.683,295673935586.993,331388454271.967,348136567150.924,373101871018.326
Pakistan,PAK,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1186293820824.83,1285342890384.16,1442774797327.02,1494096011172.99,1579724190316.89
Panama,PAN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,115991046900.546,134415382039.559,159506658380.049,177473406612.851,186966392940.242
Peru,PER,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,412561044537.264,506640152835.223,558007303167.352,575755500916.112,609160441707.407
Philippines,PHL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,923366701020.759,1001824458376.1,1154612182082.28,1262175096006.69,1366276178143.49
Palau,PLW,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,308998425.908997,278538180.29621,294462365.925938,310784315.618683,
Papua New Guinea,PNG,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,38277259227.6824,39820324163.1154,45094122323.6713,48497108860.9418,51703809951.007
Poland,POL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1391432848266.15,1518447457166.84,1696649925504.66,1715410382146.69,1841555375507.14
Pre-demographic dividend,PRE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,3724961848250.6,4106293459040.18,4588213242919.56,4856327898413.68,5129156669219.57
Puerto Rico (US),PRI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,120954841139.023,132333844622.722,145960792688.495,151966227244.953,160662993787.144
"Korea, Dem. People's Rep.",PRK,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,
Portugal,PRT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,370352154969.925,400564219793.068,464925463530.28,501685643184.293,541680354802.56
Paraguay,PRY,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,94492100805.0321,102977624582.579,110513599071.106,120213942441.323,128353419878.212
West Bank and Gaza,PSE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,28609644862.7012,27878126229.8832,31085036506.3256,30736464884.9718,23119472384.4172
Pacific island small states,PSS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,16578705962.3639,16326860655.64,19577316168.0581,21464975183.7898,22872677718.0379
Post-demographic dividend,PST,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,57192222058713.8,62701912461765.5,68993249273429.5,72121691112846.8,75875167678677.2
French Polynesia,PYF,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,
Qatar,QAT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,229537462611.12,292655073655.389,326640697729.822,342411792316.801,360400243355.573
Romania,ROU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,662457212259.124,721523865728.457,804188142123.286,872482675661.564,928913155536.387
Russian Federation,RUS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,4651428694918.23,5688268314339.54,6006312352159.35,6476475754986.43,6921249292202.15
Rwanda,RWA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,29854116562.1372,36505744034.3984,42300132773.9933,47437550805.895,52904129982.2052
South Asia,SAS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,11298025991067.3,13103387829233.9,15045670980348.5,16919013422384.7,18405750941967.6
Saudi Arabia,SAU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1499327559869.91,1929888259783.05,2315588932554.49,2411929204431.52,2514913068784.39
Sudan,SDN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,156677404687.453,156168260027.791,165699797555.15,121136486067.806,107325139957.427
Senegal,SEN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,63008586953.5983,71874343647.3324,79963390334.37,86367675226.1367,94552533446.064
Singapore,SGP,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,577213563024.154,723237492898.215,806629380658.055,850875741862.077,909690217412.881
Solomon Islands,SLB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1790742946.55102,1920525664.42788,2106879008.43794,2240672978.6838,2353128856.82257
Sierra Leone,SLE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,21532775187.7736,23085417016.3665,26045397865.5962,28523326333.4677,30381570304.5728
El Salvador,SLV,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,58560345367.2006,67623210509.8633,74584847418.3675,80003362561.6454,84069963659.7839
San Marino,SMR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1919532829.45196,2217650250.23726,2563404991.87884,,
"Somalia, Fed. Rep.",SOM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,24216384566.5524,24049850383.6657,26467106675.8023,28575608117.4546,30429157389.6073
Serbia,SRB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,144971610190.422,159966578501.841,174890782225.665,190405803486.781,209916881496.891
Sub-Saharan Africa (excluding high income),SSA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,4359017865999.11,4773155904594.39,5305167167612.98,5623225113116.54,5952680412098.55
South Sudan,SSD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,
Sub-Saharan Africa,SSF,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,4648714927196.54,5092757793950.75,5666029047186.69,6021610376538.01,6390448032629.79
Small states,SST,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,370602286381.326,416574245785.6,480610654195.791,517647567046.397,571199447609.649
Sao Tome and Principe,STP,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1118602098.8079,1272434617.36875,1365452217.67886,1419852369.84081,1467273474.71863
Suriname,SUR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,10376871438.022,11405269573.3629,12512408102.7077,13291848753.1644,13999818895.3817
Slovak Republic,SVK,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,192849134106.197,208880643198.039,223223380690.808,238504448129.551,255817817489.38
Slovenia,SVN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,87812276776.0687,96790459870.841,107883106099.669,114403545993.986,120202434629.026
Sweden,SWE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,595211778250.693,653401537327.892,696077173608.22,708681710101.324,750771294152.114
Eswatini,SWZ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,11089502959.4158,12000822909.8146,13000358552.0008,13932070260.5826,14645762517.3661
Sint Maarten (Dutch part),SXM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1595272169.0693,1683919292.28275,1980763467.4678,2130016574.19517,2257875752.07463
Seychelles,SYC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,3057830378.36233,2975737695.0276,3593088408.93978,3806479822.17321,4033634641.49159
Syrian Arab Republic,SYR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,78675556558.0617,99337766654.2033,107199859817.267,109716574910.853,
Turks and Caicos Islands,TCA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,866859707.740014,1133630688.91659,1385534118.5613,1632486730.74219,1766207429.49504
Chad,TCD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,37652981933.4921,43413141699.6579,52506266944.3359,56635362494.0746,60124620441.2808
East Asia & Pacific (IDA & IBRD countries),TEA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,33937109067428.6,38194881908502.3,42459440035601.9,46253864109985.2,49713944568728.5
Europe & Central Asia (IDA & IBRD countries),TEC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,11918061374743.5,13780360306610.3,15151701880838.2,16279519279376.9,17314194638642.6
Togo,TGO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,20432437140.6536,22881375789.0174,25924518421.0834,28578384313.6457,30820719452.2057
Thailand,THA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1372918881143.84,1451959884645.39,1595614286791.42,1686384776706.79,1770790698282.56
Tajikistan,TJK,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,35623586501.7738,39727222945.4623,45964333259.2586,51570629197.8085,57254340774.0345
Turkmenistan,TKM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,104880701502.71,116551626881.618,132602544199.709,146028887635.91,152946223418.887
Latin America & the Caribbean (IDA & IBRD countries),TLA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,10428910435186.3,11768936525743,13210487091560.6,14004790954147,14677672566938.6
Timor-Leste,TLS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,8131467055.83302,9214418303.23059,7843625021.65762,6653072513.86234,6664784682.18532
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,6038190631894.66,6519448204352.57,7299818780829.17,7777526637394.46,8159290037249.51
Tonga,TON,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,707144886.352161,742114235.069721,776659170.824984,821375658.673323,
South Asia (IDA & IBRD),TSA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,11298025991067.3,13103387829233.9,15045670980348.5,16919013422384.7,18405750941967.6
Sub-Saharan Africa (IDA & IBRD countries),TSS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,4648714927196.54,5092757793950.75,5666029047186.69,6021610376538.01,6390448032629.79
Trinidad and Tobago,TTO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,36714254092.0185,41607493861.9341,45056280789.3976,47343724129.5556,49288895345.5197
Tunisia,TUN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,142707604074.227,149936984870.616,164920776695.978,170922172724.961,177419626655.921
Turkiye,TUR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,2391489351774.66,2637031078345.11,3322805935564.67,3611520825480.45,3757012846422.01
Tuvalu,TUV,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,53265739.9121290,54568264.1071130,56566149.3258560,60378318.7776040,
Tanzania,TZA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,194561908147.279,212790081675.953,238369618090.938,259466130648.377,280425918025.025
Uganda,UGA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,112575267254.241,123267190675.87,138114236789.416,150720488734.493,163837595822.047
Ukraine,UKR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,656105592902.923,746470597165.436,569710531654.787,622877549405.733,656527758167.994
Upper middle income,UMC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,48156051494342.8,54394021815146.4,60611906890377.4,65582079645398,69824833386054.6
Uruguay,URY,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,87439329471.1228,99971136649.7861,111903244231.607,116790310507.257,123332335624.219
United States,USA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,21354104999999.9,23681171000000,26006893000000,27720709000000,29184890000000.1
Uzbekistan,UZB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,283862781607.33,316673503929.41,359610275444.799,395989161090.91,431926264607.887
St. Vincent and the Grenadines,VCT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1587736725.00597,1666116701.3437,1840427498.43829,2008208590.20078,2140311608.05812
"Venezuela, RB",VEN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,
British Virgin Islands,VGB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,
Virgin Islands (U.S.),VIR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,4437509717.07484,4964620106.61981,5248832928.55256,,
Viet Nam,VNM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1138632490789.12,1192059299524.62,1386074827447.82,1508682497102.43,1654734391083.39
Vanuatu,VUT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,931732926.139278,959152084.296053,1080824944.57348,1108914310.26689,1180786247.76989
World,WLD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,139883627523722,156376544233105,174155095978076,185887009554559,197428075938714
Samoa,WSM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1367201018.48976,1328426324.85394,1347620477.33121,1524676297.75854,1708678659.25856
Kosovo,XKX,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,18854775198.3459,22080260569.6251,24666524708.6885,26593569203.4249,28438508914.5235
"Yemen, Rep.",YEM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,
South Africa,ZAF,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,767391152773.916,843280245239.583,920670092262.266,960461552882.65,989390398251.402
Zambia,ZMB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,60176229608.2428,68672119764.9363,77401882826.5905,84491503485.3915,90033312819.5772
Zimbabwe,ZWE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,54509873679.9634,50310711158.7869,57206472522.111,62427821459.538,65234986601.4722

